path,meeting_id,duration_s
A-data\2-processed\2-1-wav16k\2-1-3-client-meetings\2025-09-08-Fake-Meeting-01\ElevenLabs_Fake_Meeting_01.wav,2025-09-08-Fake-Meeting-01,173.87
